Date,"Node ID","Node Name",TLN,"Pole ID","Threshold 1","Template Name","Threshold 2","X1 Lowest Value","X1 Duration","X3 Lowest Value","X3 Duration",Substation,Feeder,"IEEE Class",Direction,"Event Type",Resolved,Username,"Date Resolved","X1 Avg. Peak Value","X3 Avg. Peak Value","Service Center","Substation ID","Feeder ID",Address,"Operating KVA",Phase,Loop,"Operating Voltage","Secondary Voltage","Transformer ID","Unit Record Global ID","Parent Global ID","Oil Fill Type",Solar,"Critical Infrastructure","Transformer PT Ratio","Transformer CT Ratio",Waveform,"Tx Type","Cable Kit","Lateral Type","Lateral ID","Switch Number",Latitude,Longitude,"HW Version","Rated HV","Pole Color","Pole Height","Pole Type","Serial Number",HDOP,"Manufacturer Name","Median Latitude","Median Longitude","Circuit Type","Nominal Voltage","X1 % of Nominal","X3 % of Nominal"
"05/15/2026 10:01:04 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,108.61,20.965,112.5,0,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,110.91,114.37,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,90.51,93.75
"05/15/2026 08:51:51 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,111.23,13.935,114.12,0,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,114.18,116.42,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,92.69,95.1
"05/15/2026 08:46:17 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,112.18,1.457,114.45,0,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,116.9,117.94,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,93.49,95.38
"05/15/2026 08:35:08 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,110.44,16.422,113.52,0,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,112.97,115.52,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,92.03,94.6
"05/15/2026 08:11:18 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,111.18,14.918,113.88,0,,,"Instantaneous Sag",,,False,,,113.86,115.91,,,,,15,,,,,,,,,,,,,No,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,92.65,94.9
"05/10/2026 06:50:52 AM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,99.88,4.89,99.53,4.897,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,119.77,119.43,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,83.23,82.94
"05/07/2026 05:06:33 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,108.11,8.36,108.33,8.374,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,117.21,117.39,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,90.09,90.27
"05/07/2026 05:04:27 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,91.64,7.376,91.96,7.381,,,"Instantaneous Sag",Indeterminate,Indeterminate,False,,,114.41,114.72,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,76.36,76.63
"04/27/2026 04:52:51 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,107.35,46.375,107.61,46.376,,,"Momentary Sag",,,False,,,110.3,110.53,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,89.46,89.68
"04/27/2026 04:52:38 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,120.22,187.579,120.57,187.574,,,"Temporary Sag",,,False,,,120.71,120.95,,,,,15,,,,,,,,,,,,,No,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,100.19,100.47
"04/27/2026 04:52:22 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,107.09,48.341,107.17,48.353,,,"Momentary Sag",,,False,,,110.45,110.55,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,89.24,89.31
"04/26/2026 07:53:19 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,86.45,7.893,85.65,7.9,,,"Instantaneous Sag",,,False,,,110.01,109.83,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,72.04,71.38
"04/24/2026 02:24:58 AM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,99.01,7.908,98.55,7.923,,,"Instantaneous Sag",,,False,,,112.22,112.12,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,82.51,82.13
"04/22/2026 03:28:23 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,106,18.897,106.27,18.438,,,"Instantaneous Sag",,,False,,,111.55,111.78,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,88.33,88.56
"04/19/2026 03:48:08 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,111.78,4.454,111.77,4.466,,,"Instantaneous Sag",,,False,,,114.08,114.23,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,93.15,93.14
"04/18/2026 03:10:57 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,96.84,23.906,96.86,23.918,,,"Instantaneous Sag",,,False,,,109.46,109.5,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,80.7,80.72
"04/17/2026 02:30:44 PM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,117.93,0,109.17,87.303,,,"Momentary Sag",,,False,,,118.88,110.9,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,98.28,90.98
"04/17/2026 06:36:08 AM",862754052845129,2414UTMF03566,,,7,Vsag,0.6,40.64,3.97,41.38,3.983,,,"Instantaneous Sag",,,False,,,117.18,117.15,,,,,15,,,,,,,,,,,,,Yes,"1P Aerial",4,42,,,-2.898219,-79.018089,D2,,,,,2414UTMF03566,0.6,,-2.908065,-79.057373,,120,33.87,34.49
